definition,preferred_spelling,phonetic_spelling,alt_phon_spell,kanji_spelling,word_class_code,conjugation_kind_code,transitivity,jlpt_level,lesson_codes,tags,id,row_num,date_added
go straight ahead,まっすぐ行く,まっすぐいく,,真っ直ぐ行く,EXPRESSION,,,,{GENKI3_L06},{directions},2a050671-c33f-454a-93bc-81aef09dc985,1129,2023-08-19
cross the street,道を渡る,みちおわたる,,道を渡る,EXPRESSION,,,,{GENKI3_L06},{directions},694d9251-f941-4423-ae8f-623795994442,1130,2023-08-19
turn left at the second corner,二つ目の角を左に曲がる,ふたつめのかどおひだりにまがる,,二つ目の角を左に曲がる,EXPRESSION,,,,{GENKI3_L06},{directions},11b574a3-d877-4700-8c14-f73f79549d28,1131,2023-08-19
turn right at the first traffic light,一つ目の信号を右に曲がる,ひとつめのしんごうおみぎにまがる,,一つ目の信号を右に曲がる,EXPRESSION,,,,{GENKI3_L06},{directions},20b7ab1e-d446-41ba-83ca-0b8d28b9b93d,1132,2023-08-19
left side of the street,道の左側,みちのひだりがわ,,道の左側,NOUN,,,,{GENKI3_L06},{directions},00e58b4d-a715-410c-afab-08bec93f1274,1133,2023-08-19
right side of the street,道の右側,みちのみぎがわ,,道の右側,NOUN,,,,{GENKI3_L06},{directions},c3b3e9a4-3ace-4b98-9a13-c8f49931c6be,1134,2023-08-19
deer,鹿,しか,,鹿,NOUN,,,,{GENKI3_READER_L06},{animal},8d5224d4-fae7-4c07-bea3-a99ee92a5201,1135,2023-08-19
dawn,暁,あかつき,,暁,NOUN,,,,,,92c80009-73fb-4ad7-85e5-85dc734ebdd8,1136,2023-08-19
steamed immature soybean dish,枝豆,えだまめ,,枝豆,NOUN,,,,,{food},3e3b9c43-a6b3-44b9-91ed-0a7c0713f419,1137,2023-08-19
sugar,砂糖,さとう,,砂糖,NOUN,,,,{GENKI3_L16},{food},75e16084-677e-4356-a7a6-55b5a7acb509,1138,2023-08-19
stone (liftable),石,いし,,石,NOUN,,,,,,ab95ec33-d82d-422a-981d-3897138cf40c,1139,2023-08-19
prefix for ordinal numbers,第〜,だい〜,,第〜,PREFIX,,,1,,,49aedaa1-bdab-4551-84e5-7bc8f3717fcd,1140,2023-08-19
counter for occurrences,〜回,〜かい,,〜回,COUNTER,,,3,{GENKI3_L13},,1e1bf4fd-c4b1-48b5-96ca-b427634e4a92,1141,2023-08-19
counter for volume of a book counter; rolls of paper,〜巻,〜かん,,〜巻,COUNTER,,,,,,fbcbed4b-b36f-4b0a-a4d6-3442c8f335cd,1142,2023-08-19
"counter for stories, TV episodes, etc",〜話,〜わ,,〜話,COUNTER,,,,,,d91afc90-6ea1-4f0f-a88d-5e3db6cdb4ae,1143,2023-08-19
lesson/chapter counter,〜課,〜か,,〜課,COUNTER,,,3,,,c94b72b6-895e-44b1-a422-f33ffdd13e08,1144,2023-09-06
lesson; company department,課,か,,課,NOUN,,,3,,,01b88113-5da4-44b5-88ed-9dd83b4423e7,1145,2023-09-06
"chapter, section",章,しょう,,章,NOUN,,,3,,,c9e049f6-abca-4d42-9317-77227b6321ba,1146,2023-08-19
book volume one; manga volume one,第１巻,だいいっかん,,第一巻,NOUN,,,,,,dd3784df-38c1-4751-86bc-d05a690d5c82,1147,2023-08-19
television/anime episode one (lit. story number one),第１話,だいいちわ,,第一話,NOUN,,,,,,ed38785b-186c-404f-824f-9bc499be075f,1148,2023-08-19
"first occurence, first time; tv/anime episode one (lit. occurence number one)",第１回,だいいっかい,,第一回,NOUN,,,,,,cdf0b243-612d-47aa-85ae-3f785a27065e,1149,2023-08-19
chapter/section one,第１章,だいいっしょう,,第一章,NOUN,,,,,,ef17c3e4-003d-40ad-b6fb-4c0e617c96bc,1150,2023-08-19
lesson one; company department one,第１課,だいいっか,,第一課,NOUN,,,,,,989aff98-06ed-450f-ba46-18dec22384ba,1151,2023-09-06
adult,大人,おとな,,大人,NOUN,,,5,{GENKI3_L13},,1beb4f97-f09f-46ad-86c3-cd7bdfd09150,1152,2023-10-01
I (formal),私,わたくし,,私,PRONOUN,,,,{GENKI3_L13},,fad56bc8-840d-4b06-8551-4fdaaa0eb86d,1153,2023-10-01
curry,カレー,かれえ,,咖哩,NOUN,,,5,{GENKI3_L13},{food},28a11f83-90ae-4e19-a205-b41be20ad72f,1154,2023-10-01
black tea,紅茶,こうちゃ,,紅茶,NOUN,,,5,{GENKI3_L13},{food},e13c86b7-5cde-4fb8-994b-abec2783d466,1155,2023-10-01
"kimono, traditional dress",着物,きもの,,着物,NOUN,,,4,{GENKI3_L13},{clothing},d6fc25ea-75f0-45f4-a5e1-078972da8a70,1156,2023-10-01
sweater,セーター,せえたあ,,,NOUN,,,5,{GENKI3_L13},{clothing},286f3775-7a0e-433a-be70-bb75863c0bd7,1157,2023-10-01
musical instrument,楽器,がっき,,楽器,NOUN,,,2,{GENKI3_L13},{music},98ee6ba8-f451-4235-b337-232b4e21f807,1158,2023-10-01
karate,空手,からて,,空手,NOUN,,,,{GENKI3_L13},{sports},9587795e-675b-40ac-91a3-92e6f75282db,1159,2023-10-01
golf,ゴルフ,ごるふ,,,NOUN,,,,{GENKI3_L13},{sports},32fff803-2d72-407a-98ef-887e8cdb6ac4,1160,2023-10-01
motorcycle,バイク,ばいく,,,NOUN,,,,{GENKI3_L13},{transportation},e319f559-2638-4539-9c5a-c8eb9a67f8d6,1161,2023-10-01
elephant,象,ぞう,,象,NOUN,,,3,{GENKI3_L13},{animal},685cb1a3-3a8c-4282-9493-9496e346bd12,1162,2023-10-01
foreign language,外国語,がいこくご,,外国語,NOUN,,,,{GENKI3_L13},,9421a6d6-b741-4420-a47c-71d3173e0776,1163,2023-10-01
language,言葉,ことば,,言葉,NOUN,,,5,{GENKI3_L13},,5761e779-048f-42e5-bbac-7a886d45065f,1164,2023-10-01
grammar,文法,ぶんぽう,,文法,NOUN,,,4,{GENKI3_L13},,e15354e5-1125-4982-ae84-971eaacd60e4,1165,2023-10-01
"app, application (computing)",アプリ,あぷり,,,NOUN,,,,{GENKI3_L13},,be9bde54-a1ec-436c-8a29-1fee90f6b38c,1166,2023-10-01
small apartment building; apartment,アパート,あぱあと,,,NOUN,,,5,{GENKI3_L13},,26596ea4-c7cd-4e1a-aa8c-0e77f099843a,1167,2023-10-01
larger apartment building; condominum,マンション,まんしょん,,,NOUN,,,2,{GENKI3_L13},,1c1fe474-8207-4ab1-bf81-d20fe8fa58ba,1168,2023-10-01
(consumer) prices,物価,ぶっか,,物価,NOUN,,,3,{GENKI3_L13},,3629ae27-12ba-4e38-a458-82d64e38f3a6,1169,2023-10-01
advertisements,広告,こうこく,,広告,NOUN,,,3,{GENKI3_L13},,fe68e271-6db4-4671-b574-ab8f372589c9,1170,2023-10-01
"recruitment, taking applications; raising funds",募集,ぼしゅう,,募集,NOUN,,,2,{GENKI3_L13},,a7185b72-5b75-4626-8ed7-968e42537401,1171,2023-10-01
promise; appointment,約束,やくそく,,約束,NOUN,,,4,{GENKI3_L13},,5dc48856-8f42-49f9-809d-e9f35f9fe8ba,1172,2023-10-01
"happy, glad, pleased",嬉しい,うれしい,,嬉しい,ADJECTIVE,I_ADJECTIVE,,3,{GENKI3_L13},,1c316eca-4942-496b-a982-cb85c6767fcc,1173,2023-10-01
sad,悲しい,かなしい,,悲しい,ADJECTIVE,I_ADJECTIVE,,4,{GENKI3_L13},,9f12c0fc-9080-4b4c-9d51-acaf87ebd1c5,1174,2023-10-01
strict,厳しい,きびしい,,厳しい,ADJECTIVE,I_ADJECTIVE,,4,{GENKI3_L13},,48024766-080a-43b6-bbe1-cc58991f91a6,1175,2023-10-01
feeling; mood,気分,きぶん,,気分,NOUN,,,4,,,10103df2-4cbe-482b-a25d-1d55b4c24a73,1176,2023-10-01
feel sick,気分が悪い,きぶんがわるい,,気分が悪い,ADJECTIVE,I_ADJECTIVE,,,{GENKI3_L13},,8f07aef3-58c8-4694-815c-c7152c0519ef,1177,2023-10-01
spicy; salty,辛い,からい,,辛い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L13},{food},5f937099-cf1d-41c4-9e2d-7cd36e22111a,1178,2023-10-01
bitter,苦い,にがい,,苦い,ADJECTIVE,I_ADJECTIVE,,4,,{food},8abb4aeb-b696-4290-8a94-14630ac1d5ba,1179,2023-10-01
close; near,近い,ちかい,,近い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L13},,861a0972-c831-4a99-82aa-30ab5a819cd6,1180,2023-10-01
"various, a variety of, different kinds of",いろいろ,いろいろ,,色々,ADJECTIVE,NA_ADJECTIVE,,5,{GENKI3_L13},,11f63620-8188-454c-b9b6-36478a20244e,1181,2023-10-01
"happiness, good fortune",幸せ,しあわせ,,幸せ,ADJECTIVE,NA_ADJECTIVE,,3,{GENKI3_L13},,7c6bc680-4326-4916-8895-cc43e5b57e26,1182,2023-10-01
"no good, useless, broken; hopeless",ダメ,だめ,,駄目,ADJECTIVE,NA_ADJECTIVE,,3,{GENKI3_L13},,442e5965-aa4b-4500-a765-e1548527df40,1183,2023-10-01
to knit,編む,あむ,,編む,VERB,GODAN_VERB,,2,{GENKI3_L13},,309bf230-930f-457c-96a5-0020d4d76a9c,1184,2023-10-02
to cry,泣く,なく,,泣く,VERB,GODAN_VERB,,4,{GENKI3_L13},,35f63b3d-6608-4af3-81a7-cf3e63fc7e16,1185,2023-10-02
"to brush (teeth), to polish",磨く,みがく,,磨く,VERB,GODAN_VERB,,5,{GENKI3_L13},,7b6183f1-fb01-4350-85c7-4fb622e24705,1186,2023-10-02
"to protect, to guard; to keep, to abide",守る,まもる,,守る,VERB,GODAN_VERB,,3,,,32d78cdf-4dc3-41c7-80eb-eaee4bf8c4ea,1187,2023-10-02
to keep a promise,約束を守る,やくそくをまもる,,約束を守る,VERB,GODAN_VERB,,,{GENKI3_L13},,ee3af869-e859-4ef8-8896-9bdbf2fc3b24,1188,2023-10-02
to be moved/touched by,感動する,かんどうする,,感動する,VERB,SURU_VERB,,3,{GENKI3_L13},,b41f80d3-b894-45c0-a37e-7242e7a6e7c0,1189,2023-10-02
...kilograms; ...kilometers,〜キロ,〜きろ,,,SUFFIX,,,5,{GENKI3_L13},,4391ef17-6775-4ad5-92f7-1bd8c97c6994,1190,2023-10-02
my name is ...,〜と申します,〜ともうします,,〜と申します,EXPRESSION,,,,{GENKI3_L13},,e25af6b3-39fc-4cda-a4e2-c6cf0223a167,1191,2023-10-02
"particularly, especially",特に,とくに,,特に,ADVERB,,,1,{GENKI3_L13},,de095c51-ceca-40bd-8bc2-1fa4ba6d8eb4,1192,2023-10-02
one day,一日,いちにち,,一日,NOUN,,,,{GENKI3_L13},"{time,counter}",40b73558-cffa-4240-9074-c55417eee57f,1193,2023-10-02
two days,二日,ふつか,,二日,NOUN,,,,{GENKI3_L13},"{time,counter}",e5efafeb-bcce-4f3d-b968-0d26a0dc3790,1194,2023-10-02
three days,三日,みっか,,三日,NOUN,,,,{GENKI3_L13},"{time,counter}",d4e6437a-5da1-4fa2-bb82-a1a39be9ace1,1195,2023-10-02
four days,四日,よっか,,四日,NOUN,,,,{GENKI3_L13},"{time,counter}",f2ecda3d-93d3-4a74-88e6-fe4c816792a8,1196,2023-10-02
five days,五日,いつか,,五日,NOUN,,,,{GENKI3_L13},"{time,counter}",24c06129-2f73-4fd8-9b2a-fa6dc8309bec,1197,2023-10-02
six days,六日,むいか,,六日,NOUN,,,,{GENKI3_L13},"{time,counter}",9aa76259-1b94-4f3a-bc4d-f11867a5ea02,1198,2023-10-02
seven days,七日,なのか,,七日,NOUN,,,,{GENKI3_L13},"{time,counter}",3b6793f2-af6c-48ad-9d46-7bf82a7c2efe,1199,2023-10-02
eight days,八日,ようか,,八日,NOUN,,,,{GENKI3_L13},"{time,counter}",08094ea3-5e6d-4f87-9285-14af84b44904,1200,2023-10-02
nine days,九日,ここのか,,九日,NOUN,,,,{GENKI3_L13},"{time,counter}",2e662286-dd1f-400d-863f-25cd87582fa4,1201,2023-10-02
ten days,十日,とおか,,十日,NOUN,,,,{GENKI3_L13},"{time,counter}",265cedfc-cd44-4a21-93b2-4bf28f98509a,1202,2023-10-02
Merry Christmas,メリークリスマス,めりいくりすます,,,INTERJECTION,,,,,,4cefc19c-e2d4-4259-829f-1589769f28af,1203,2023-10-05
Merry Christmas (casual),メリクリ,めりくり,,,INTERJECTION,,,,,,3783e4b5-b647-45f6-9948-a03cc7672c21,1204,2023-10-05
New Year,新年,しんねん,,新年,NOUN,,,,,,181478b4-9a22-4426-b724-94df2c2a5e84,1205,2023-11-18
to own; to have,持っている,もっている,,持っている,VERB,ICHIDAN_VERB,,,,,8e352f6e-7842-487f-92a6-fe351b8b1b36,1206,2023-11-18
to sell,売る,うる,,売る,VERB,GODAN_VERB,,5,{GENKI3_L15},,b4d32d0a-30fc-4fac-808d-128f69dd4290,1207,2023-11-18
"unity, solidarity; binding, tying",結束,けっそく,,結束,NOUN,,,1,,,04211c08-138a-4941-835d-6469904d02cb,1208,2023-11-18
"back; reverse side; height, stature",背,せ,,背,NOUN,,,5,,,902e3204-e211-4da7-a9fd-288f30f6d3bd,1209,2023-11-18
"serious, not joking",マジ,まじ,,,ADJECTIVE,NA_ADJECTIVE,,,,,2a6e9fb2-042f-4b5d-a190-829776337ae8,1210,2023-11-18
seriously?!; really?!,マジで,まじで,,,EXPRESSION,,,,,,5ff855a7-1e69-432f-aec0-3a2aa2205884,1211,2023-12-10
downtown,町中,まちなか,,町中,NOUN,,,,,{place},c2404b29-4cba-4063-a798-b118af1a115d,1212,2023-11-18
"harbor, port",港,みなと,,港,NOUN,,,4,,{place},e74bf79e-c945-4d64-b981-601075fe37d6,1213,2023-11-18
bamboo,竹,たけ,,竹,NOUN,,,2,,,b5130048-8edb-40a9-9c53-eb6cdcd6e7b0,1214,2023-11-18
frog,カエル,かえる,,蛙,NOUN,,,,,{animal},054030ee-33ce-4c8a-b351-46dd79b31fa9,1215,2023-11-18
"crow, raven",カラス,からす,,烏,NOUN,,,,,{animal},776f074f-a248-49d9-9eea-0348640431ee,1216,2023-11-18
"ice, shaved ice",氷,こおり,,氷,NOUN,,,3,,{food},0a9f4857-fbbf-4b4d-a6ad-4cfb93129022,1217,2023-11-18
cherry fruit,さくらんぼ,さくらんぼ,,桜んぼ,NOUN,,,,{GENKI3_L10},{food},92541164-0478-4ef9-8eca-45e56a8d1a42,1218,2023-11-18
"crisp, crunchy",サクサク,さくさく,,,ADVERB,,,,,{food},4d4d8a79-e4c7-4615-9e6b-123f82cdd124,1219,2023-11-18
dango,団子,だんご,,団子,NOUN,,,,,{food},f39f7abe-a6a3-49bf-8f7f-e9b4f51f3500,1220,2023-11-18
deep fried skewered meat and veggies,串カツ,くしかつ,,串カツ,NOUN,,,,{GENKI3_READER_L08},{food},16631071-e36f-4e13-a2e1-45ae32fdc40a,1221,2023-11-18
savory panckacke,お好み焼き,おこのみやき,,お好み焼き,NOUN,,,,,{food},c8fcb654-00d2-4bcf-ba1d-78b1e33ba819,1222,2023-11-18
dried seaweed,のり,のり,,海苔,NOUN,,,,,{food},f6dd6868-21ea-42b0-bd7d-721494b1bfef,1223,2023-11-18
shellfish,貝類,かいるい,,貝類,NOUN,,,,,{food},74eb9b91-73e2-4164-b4ae-961826c9dadf,1224,2023-11-18
shrimp,エビ,えび,,海老,NOUN,,,,,{food},d7eb8875-cb93-4309-b555-04c2716bceed,1225,2023-11-18
crab,カニ,かに,,蟹,NOUN,,,,{GENKI3_READER_L08},{food},5688fb0c-8351-4db7-85c4-1039cda11c49,1226,2023-11-18
"difference, discrepancy; mistake, error",違い,ちがい,,違い,NOUN,,,3,{GENKI3_L17},,e76206f2-a22b-4517-9935-631d6d0a99d9,1227,2023-11-18
"height, stature",背,せい,,背,NOUN,,,3,,,8ef38715-60fa-4443-9bef-e476483a6d4a,1228,2023-11-18
"to stop, to cease; to cancel, to abandon",やめる,やめる,,止める,VERB,ICHIDAN_VERB,,4,,,42f9a125-2584-4ce3-82cc-a5df6b816872,1229,2023-11-18
it can't be helped,しょうがない,しょうがない,,仕様がない,EXPRESSION,,,2,,,60745049-fd2a-4e70-8c8b-0bd618eca679,1230,2023-11-18
what do I do?; what to do? (usually asking someone else),どうしよう,どうしよう,,,EXPRESSION,,,,{GENKI3_L18},,aca7e3d4-f949-4cb6-8ad0-d7255443d2e4,1231,2023-11-18
I miss you,会いたい,あいたい,,会いたい,EXPRESSION,,,,,,1df64f67-6e82-42a9-a25a-9ef2e202f849,1232,2023-11-18
consultation,相談,そうだん,,相談,NOUN,,,3,,,d2e36073-89cf-4072-91bf-e349487a57eb,1233,2023-11-19
"warning; caution; reminder; precaution, looking out for",注意,ちゅうい,,注意,NOUN,,,4,,,8fa2dcd4-0a9d-4d21-87fc-104bf7e42083,1234,2023-11-19
wife; your wife; his wife; married lady,奥さん,おくさん,,奥さん,NOUN,,,5,{GENKI3_L14},{family},44f7ea33-e1f9-4f21-8ab5-081217de31c3,1235,2023-11-19
your husband; her husband,ご主人,ごしゅじん,,ご主人,NOUN,,,4,{GENKI3_L14},{family},9c3cbdeb-8dae-4804-a6cf-2f7344c3a592,1236,2023-11-19
master; my lord,ご主人様,ごしゅじんさま,,御主人様,NOUN,,,,,,194d1a5a-175b-4c27-a5ae-62093e09d0e4,1237,2023-11-19
partner,パートナー,ぱあとなあ,,,NOUN,,,,{GENKI3_L14},{family},07d4bc56-883f-42e7-9791-161854d206ff,1238,2023-11-19
uncle; middle-aged man,おじさん,おじさん,,,NOUN,,,2,{GENKI3_L14},{family},b00d842e-2262-4a79-baab-bb543a76bab0,1239,2023-11-19
aunt; middle-aged woman,おばさん,おばさん,,,NOUN,,,5,{GENKI3_L14},{family},af5ec97f-72c9-4a4a-9dab-c4955339640e,1240,2023-11-19
landlord; landlady,大家さん,おおやさん,,大家さん,NOUN,,,,{GENKI3_L14},,9c72c652-98e9-4f53-9baa-082c3348ca24,1241,2023-11-19
everyone; all of you,皆さん,みなさん,,皆さん,NOUN,,,5,{GENKI3_L14},{food},b1532ec0-7fcf-40bc-a13c-461263c3c794,1242,2023-11-19
chocolate,チョコレート,ちょこれえと,,,NOUN,,,,{GENKI3_L14},{food},3dce8fbf-18b2-404d-a32f-092bec23b952,1243,2023-11-19
sweatshirt,トレーナー,とれえなあ,,,NOUN,,,,{GENKI3_L14},{clothes},86bb3714-3138-42ec-bf0a-7dd971049a4c,1244,2023-11-19
shirt,シャツ,しゃつ,,,NOUN,,,5,{GENKI3_L14},{clothes},8debbbce-0e93-4b08-b8b5-9ca09def17ce,1245,2023-11-19
necktie,ネクタイ,ねくたい,,,NOUN,,,5,{GENKI3_L14},{clothes},9dc339c7-05e7-4c76-aadb-e4250fafb1a3,1246,2023-11-19
winter scarf,マフラー,まふらあ,,,NOUN,,,2,{GENKI3_L14},{clothes},4d52e03f-ec2a-48e9-83d3-beb051b3c760,1247,2023-11-19
(finger) ring,指輪,ゆびわ,,指輪,NOUN,,,4,{GENKI3_L14},,f3a61406-f690-4044-b319-c6382affa2a4,1248,2023-11-19
pencil,鉛筆,えんぴつ,,鉛筆,NOUN,,,5,{GENKI3_L14},,96f6c9d3-17e0-4889-a401-78e612e190ab,1249,2023-11-19
stuffed animal,ぬいぐるみ,ぬいぐるみ,,縫いぐるみ,NOUN,,,,{GENKI3_L14},,8ca6e348-19f0-4304-b13c-2fa4003cc13c,1250,2023-11-19
comic book,漫画,まんが,,漫画,NOUN,,,4,{GENKI3_L14},,dbf90a2a-bc7b-4637-8218-43505762e304,1251,2023-11-19
cosmetics,化粧品,けしょうひん,,化粧品,NOUN,,,,{GENKI3_L14},,d84f47ca-1c25-483f-9f35-dfbbd646609b,1252,2023-11-19
radio,ラジオ,らじお,,,NOUN,,,,{GENKI3_L14},,1eb73772-7031-4e1a-b793-dbf7168b2190,1253,2023-11-19
plate; dish,お皿,おさら,,お皿,NOUN,,,5,{GENKI3_L14},,ef62dbea-b0d3-47c1-8441-7806f4efd36b,1254,2023-11-19
"return gift, return favor; payback",お返し,おかえし,,お返し,NOUN,,,,{GENKI3_L14},,03613b74-e11c-4179-9dff-7152e3fb09b7,1255,2023-11-19
résumé,履歴書,りれきしょ,,履歴書,NOUN,,,3,{GENKI3_L14},,0d15c4f8-0b69-4e6b-a354-1203ab4f3c7b,1256,2023-11-19
Christmas,クリスマス,くりすます,,,NOUN,,,,{GENKI3_L14},,5109f2fc-f961-4504-a7b0-a8040ae4e961,1257,2023-11-19
Valentine's Day,バレンタインデー,ばれんたいんでえ,,,NOUN,,,,{GENKI3_L14},,177345d4-d442-426a-bd7d-9dc4dc2f13ce,1258,2023-11-19
White Day (reciprocal Valentine's),ホワイトデー,ほわいとでえ,,,NOUN,,,,{GENKI3_L14},,09bdbdf4-da91-4d41-8fab-687c041ab595,1259,2023-11-19
fashionable; stylish,おしゃれ,おしゃれ,,お洒落,ADJECTIVE,NA_ADJECTIVE,,2,{GENKI3_L14},,ee4fc0a5-ff05-4161-9de9-ef3b5bab0852,1260,2023-11-20
stingy; cheap,ケチ,けち,,,ADJECTIVE,NA_ADJECTIVE,,3,{GENKI3_L14},,2060f877-8267-4619-9a0e-a96f56fbaa4a,1261,2023-11-21
to send a thing; to escort a person,送る,おくる,,送る,VERB,GODAN_VERB,,4,"{GENKI3_L14,GENKI3_L19}",,83863f03-00f0-4942-8622-65e0b62cbba6,1262,2023-11-22
"to look good (on somebody); to suit, to match",似合う,にあう,,似合う,VERB,GODAN_VERB,,3,{GENKI3_L14},,f34ab9c9-5bd6-4597-87e9-64ef893505c8,1263,2023-11-23
to give up,諦める,あきらめる,,諦める,VERB,ICHIDAN_VERB,,3,{GENKI3_L14},,2f896f1a-2f09-4498-918a-7b571527fe24,1264,2023-11-24
to give (to others),あげる,あげる,,上げる,VERB,ICHIDAN_VERB,,5,{GENKI3_L14},,a509882c-c0bf-4bfc-ad07-36e6decab348,1265,2023-11-25
to give (me); to let one have,くれる,くれる,,呉れる,VERB,ICHIDAN_VERB,,4,{GENKI3_L14},,d5aa3086-c7df-4301-91e3-83ba327ec3f2,1266,2023-11-26
"to be able to do; to be made, to be built​",できる,できる,,出来る,VERB,ICHIDAN_VERB,,5,{GENKI3_L14},,5f0d2825-593f-4d61-9477-871d62448db7,1267,2023-11-27
to consult,相談する,そうだんする,,相談する,VERB,SURU_VERB,,,{GENKI3_L14},,7c5df768-bd8d-4e68-b375-fcd69f95e788,1268,2023-11-28
to give warning; to watch out,注意する,ちゅういする,,注意する,VERB,SURU_VERB,,,{GENKI3_L14},,be856243-8f6c-457a-adef-b2ede5a1e693,1269,2023-11-29
to propose marriage,プロポーズする,ぷろぽおずする,,,VERB,SURU_VERB,,,{GENKI3_L14},,e4d2aef4-a6a6-4019-bdd9-facea015cc76,1270,2023-11-30
this sort of; this kind of; like this,こんな〜,こんな〜,,,PRE_NOUN_ADJECTIVAL,,,5,{GENKI3_L14},,2ef0506a-9030-4d03-b096-6e7facfcf0f9,1271,2023-11-30
that sort of; that kind of; like that,そんな〜,そんな〜,,,PRE_NOUN_ADJECTIVAL,,,4,,,842585a9-4a4e-4b16-b186-3a0663bbf687,1272,2023-11-30
that over there sort of; that over there kind of; like that over there,あんな〜,あんな〜,,,PRE_NOUN_ADJECTIVAL,,,4,,,f7bef170-2ae0-4cc1-ae97-2e6de80160fe,1273,2023-11-30
what kind of; what sort of,どんな〜,どんな〜,,,PRE_NOUN_ADJECTIVAL,,,3,,,774758cd-73b1-49c2-a097-ae9e8004c292,1274,2023-11-30
"quickly, hurriedly; suddenly",急に,きゅうに,,急に,ADVERB,,,3,{GENKI3_L14},,940ca614-48dd-4fa7-ae15-b668e3ff9c6c,1275,2023-11-30
"come along (encourage others); all right, here goes (indicates resolve); I'm not sure​, uh (indicates hesitation)",さあ,さあ,,,EXPRESSION,,,5,{GENKI3_L14},,71870f61-c2c1-4cec-974c-1ad056c618b7,1276,2023-11-30
what should I do?; what am I supposed to do? (usually asking myself),どうしたらいい,どうしたらいい,,どうしたら良い,EXPRESSION,,,,{GENKI3_L14},,a89a9342-a6c2-4ac2-b7c1-084880a34c6b,1277,2023-11-30
counter for bound books,〜冊,〜さつ,,〜冊,COUNTER,,,1,{GENKI3_L14},,f1e04508-6952-4070-b534-3bfa83336da0,1278,2023-11-30
"counter for machines, equipment",〜台,〜だい,,〜台,COUNTER,,,3,{GENKI3_L14},,fccd9718-46c6-4ae7-b8c0-75403f9af57e,1279,2023-11-30
counter for smaller animals,〜匹,〜ひき,,〜匹,COUNTER,,,3,{GENKI3_L14},,9085fa14-563e-44fc-b44a-e2944b5ec6fb,1280,2023-11-30
"counter for long, cylindrical things; counter for goals",〜本,〜ほん,,〜本,COUNTER,,,5,{GENKI3_L14},,45b9cab5-68ce-47f3-ae66-0ddce7ca03fc,1281,2023-11-30
maybe.../possibly...,〜かもしれません,〜かもしれません,,〜かも知れません,EXPRESSION,,,,{GENKI3_L14},,7dd7059c-038d-4e34-9367-c75aae9c8f26,1282,2024-03-10
maybe.../possibly... (informal),〜かもしれない,〜かもしれない,,〜かも知れない,EXPRESSION,,,3,{GENKI3_L14},,99590075-a3cd-4bc5-a0aa-275721d825f7,1283,2024-03-10
maybe.../possibly... (short),〜かも,〜かも,,〜かも,PARTICLE,,,,{GENKI3_L14},,dfb8099c-7f87-49d8-ada6-6fee075364e5,1284,2024-03-10
"flavor, taste",味,あじ,,味,NOUN,,,4,,{food},b537e501-77d1-4468-a8ed-90e532a95221,1285,2024-01-05
next time,次回,じかい,,次回,NOUN,,,,,,f51426b8-eb1a-4baa-8cc8-e99747f45f23,1286,2024-01-05
fortune slip (usually from Shrine),おみくじ,おみくじ,,御神籤,NOUN,,,,,{shinto},de9ff021-b298-436c-bb05-77c422736fc3,1287,2024-01-05
a religious offering,供物,くもつ,,,NOUN,,,,,{shinto},a331ce91-2a3e-4d91-8b8f-2d6518acdfb8,1288,2024-01-05
monetary offering,賽銭,さいせん,,賽銭,NOUN,,,,,{shinto},4c49e628-4c5e-464a-abd1-1011edab8cfa,1289,2024-01-05
offertory box,賽銭箱,さいせんばこ,,賽銭箱,NOUN,,,,,{shinto},f44f1f7d-7903-433c-b4ba-6603e499f0b6,1290,2024-01-05
head priest,宮司,ぐうじ,,宮司,NOUN,,,,,{shinto},3ebb455a-2246-4989-9287-b8b5be01f258,1291,2024-01-05
monthly festival,月次祭,つきなみさい,,月次祭,NOUN,,,,,{shinto},326db96c-1d3a-46b6-a285-b5239f9fd8a0,1292,2024-01-05
divine messenger,神使,しんし,,神使,NOUN,,,,,{shinto},2bdb1c2a-df6d-4ed0-807c-96dc9d554adb,1293,2024-01-05
divine messenger of kami (esp. an animal messenger),神の神使,かみのしんし,,神の神使,EXPRESSION,,,,,{shinto},209dbbca-bc6b-4848-a3cf-dd28824d1ca6,1294,2024-01-05
heavy (in weight or feeling),重い,おもい,,重い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L20},,0b5534be-afc6-4647-92e6-70cc169b3500,1295,2024-01-05
